file,auth_keyword
201902939.json,BPMN
201902939.json,colored Petri net
201902939.json,Formal verification
201902939.json,hierarchical verification
201902939.json,model transformation
201902940.json,52C15
201902940.json,Primary 52A10
201902940.json,Secondary 51N20
201902941.json,Polybenzoxazine
201902941.json,Polymer blends and alloys
201902941.json,Smart polymers
201902941.json,Thermally reversible light scattering
201902941.json,Urethane
201902943.json,gastric ulceration
201902943.json,horse
201902943.json,nonglandular stomach
201902943.json,proteomics
201902944.json,Energy outlook
201902944.json,Energy policy
201902944.json,Scenario analysis
201902944.json,Thailand Integrated Energy Blueprint
201902944.json,TIEB
201902945.json,Abelian
201902945.json,Axion
201902945.json,Born-infeld model
201902945.json,Confinement
201902945.json,Dilaton
201902945.json,Electromagnetic
201902945.json,Supersymmetry
201902948.json,Beyond Standard Model
201902948.json,Hadron-Hadron scattering (experiments)
201902948.json,Higgs physics
201902948.json,Jets
201902949.json,Bauhinia malabarica Roxb
201902949.json,HPLC
201902949.json,Leaf measurement
201902949.json,Pharmacognostic specification
201902949.json,Quercetin
201902949.json,Quercitrin
201902951.json,antiretroviral therapy
201902951.json,Asia-Pacific
201902951.json,comorbidities
201902951.json,diabetes mellitus
201902951.json,non-communicable diseases
201902951.json,virologically suppressed PLHIV
201902952.json,Adaptation
201902952.json,Globalization
201902952.json,Literalism
201902952.json,Plagiarism
201902952.json,Rattanakosindra
201902952.json,Siam
201902952.json,Thai
201902952.json,Translation history
201902952.json,Westernization
201902954.json,Ammonia oxidizing bacteria
201902954.json,Ammonification
201902954.json,Dissolved organic nitrogen
201902954.json,Inhibition
201902954.json,Phenol
201902955.json,Hadron-Hadron scattering (experiments)
201902955.json,Supersymmetry
201902956.json,Hadron-Hadron scattering (experiments)
201902956.json,Higgs physics
201902956.json,Photon production
201902957.json,cognitive dysfunction
201902957.json,cognitive impairment
201902957.json,heart failure
201902957.json,rehospitalization
201902958.json,Ethmoid sinus
201902958.json,Histology
201902958.json,Nasal mucosa
201902958.json,Nasal polyps
201902958.json,Sinusitis
201902959.json,Body mass index
201902959.json,Colonoscopy
201902959.json,Colorectal adenoma
201902959.json,Colorectal cancer screening
201902959.json,Risk stratification
201902960.json,Cleft lip
201902960.json,Cleft palate
201902960.json,Growth
201902960.json,Longitudinal study
201902960.json,Three-dimensional imaging
201902961.json,Government
201902961.json,nominal rate of assistance
201902961.json,rice production
201902961.json,Southeast Asia
201902961.json,tax
201902962.json,Corynebacterium glutamicum
201902962.json,Global regulator
201902962.json,Pyruvate
201902962.json,RamA
201902964.json,Cellobiose
201902964.json,Hydrolytic hydrogenation
201902964.json,MCM-41
201902964.json,Nickel phosphide
201902964.json,Sorbitol
201902965.json,Beyond Standard Model
201902965.json,Hadron-Hadron scattering (experiments)
201902965.json,Higgs physics
201902966.json,Beyond Standard Model
201902966.json,Hadron-Hadron scattering (experiments)
201902967.json,Acetaldehyde
201902967.json,Activated carbon
201902967.json,Copper catalyst
201902967.json,Ethanol dehydrogenation
201902968.json,Antioxidant
201902968.json,Aquilaria crassna leaves
201902968.json,Cytotoxicity
201902968.json,Ethanolic extract of Aquilaria crassna leaves (ACE)
201902968.json,α-glucosidase inhibition
201902970.json,Dyspepsia
201902970.json,Guideline
201902970.json,Thailand
201902971.json,individualized prosthesis
201902971.json,matching
201902971.json,radial head
201902971.json,reverse engineering
201902971.json,surface registration
201902973.json,Gulf of Thailand
201902973.json,Mercury
201902973.json,Organic matter
201902973.json,Surface sediment
201902975.json,Channel attention
201902975.json,Deep convolutional neural networks
201902975.json,Global convolutional network
201902975.json,ISPRS Vaihingen
201902975.json,Landsat-8
201902975.json,Multi-class segmentation
201902975.json,Transfer learning
201902976.json,Depth perception
201902976.json,Memory biases
201902976.json,Visual working memory
201902977.json,dental caries
201902977.json,mobile application
201902977.json,oral health survey
201902977.json,satisfaction
201902977.json,school children
201902977.json,telemedicine
201902978.json,Adiponectin
201902978.json,Anterior cruciate ligament
201902978.json,Contact sport
201902978.json,Overweight
201902978.json,Polymorphisms
201902979.json,Continuous function
201902979.json,Mean-variance mapping optimization
201902979.json,Opposite gradient initialization search
201902979.json,Optimization
201902981.json,Differential Computing
201902981.json,Surface Water Quality
201902981.json,Visualization of Multi-Parameter
201902981.json,Water Quality Prediction
201902982.json,SPAD Chlorophyll Meter
201902982.json,UAV
201902982.json,Vegetation Indices
201902982.json,Waxy Corn
201902983.json,Brane Dynamics in Gauge Theories
201902983.json,Duality in Gauge Field Theories
201902983.json,Supersymmetric Gauge Theory
201902983.json,Supersymmetry and Duality
201902984.json,Coral health monitoring
201902984.json,Corals
201902984.json,Global Environmental Analysis
201902984.json,Multispectral image
201902984.json,Semantic computing
201902985.json,detail expression
201902985.json,edge enhancement
201902985.json,image quality
201902985.json,likeness preference
201902986.json,5D-World map
201902986.json,Benthic Survey
201902986.json,Coral Bleaching
201902986.json,Coral Monitoring
201902986.json,Image processing
201902986.json,Marine ecology
201902987.json,Data Mining
201902987.json,Global Environmental Analysis
201902987.json,Multimedia System
201902987.json,Semantic Computing
201902988.json,carbon balance
201902988.json,colostrogenesis
201902988.json,dietary fiber
201902988.json,IgG
201902988.json,onset of farrowing
201902988.json,plasma flow
201902989.json,Acetaldehyde
201902989.json,Catalyst
201902989.json,Ethanol
201902989.json,Mg/al hydrotalcite
201902989.json,Oxidative dehydrogenation
201902992.json,apoptosis
201902992.json,cell cycle arrest
201902992.json,cepharanthine
201902992.json,cytotoxicity
201902992.json,Menispermaceae
201902992.json,ovarian cancer
201902992.json,Stephania cephalantha
201902993.json,farmers
201902993.json,incidence
201902993.json,job strain
201902993.json,low back pain
201902993.json,predictors
201902996.json,Deep learning
201902996.json,Named-Entity Recognition
201902996.json,Natural Language Processing
201902997.json,Graph algorithm
201902997.json,Parallel algorithm
201902997.json,Parallel SSSP
201902997.json,SSSP
201902998.json,Hybrid recommender system
201902998.json,Latent Dirichlet allocation
201902998.json,Tweet recommendation
201902999.json,Naïve Bayes
201902999.json,Opinion mining
201902999.json,Skin care products
201902999.json,Support vector machines
201903000.json,Candida albicans Cdr1
201903000.json,Efflux pump inhibition
201903000.json,FK506
201903000.json,FK506 suppressor mutants
201903000.json,Fungal efflux pumps
201903000.json,PDR transporters
201903000.json,Saccharomyces cerevisiae PDR5
201903001.json,atrial fibrillation
201903001.json,mortality
201903001.json,Takotsubo cardiomyopathy
201903002.json,MSSQ-Short
201903002.json,Prospective study
201903002.json,Thai-version
201903002.json,Thailand
201903002.json,Validity
201903003.json,anti-TNF agent
201903003.json,AS
201903003.json,PsA
201903003.json,spondyloarthritis
201903003.json,survival
201903004.json,Electron capture dissociation
201903004.json,Electrospray ionization
201903004.json,Native mass spectrometry
201903004.json,Tau
201903004.json,Top-down mass spectrometry
201903004.json,Tweezer
201903006.json,"Polyamine association, Synechocystis sp. PCC 6803"
201903006.json,Stress response
201903006.json,Thylakoid membrane protein complexes
201903006.json,UV radiations
201903007.json,diagnostic imaging
201903007.json,hepatic cirrhosis
201903007.json,hepatocellular carcinoma
201903007.json,liver fibrosis
201903007.json,sonoelastography
201903008.json,acute renal failure
201903008.json,clinical epidemiology
201903008.json,critically ill patients
201903008.json,surgery
201903009.json,8-Hydroxyquinoline
201903009.json,Cobalt(II) phthalocyanine
201903009.json,Cosmetic products
201903009.json,Electrochemical paper-based analytical device
201903009.json,Screen-printed carbon electrode
201903010.json,computational fluid dynamics simulation
201903010.json,stage circulating fluidized bed reactor
201903010.json,statistical experimental design
201903010.json,system hydrodynamics
201903010.json,system mixing
201903011.json,caffeic acid
201903011.json,chlorogenic acid
201903011.json,coffee
201903011.json,crystal structure
201903011.json,DFT
201903011.json,inclusion complex
201903011.json,pseudorotaxane
201903011.json,quinic acid
201903011.json,β-cyclodextrin
201903012.json,Crown resection
201903012.json,meta-analysis
201903012.json,outcome
201903012.json,root resection
201903012.json,success
201903012.json,survival
201903012.json,systematic review
201903014.json,Cytotoxicity
201903014.json,Olax imbricata
201903014.json,Olaximbrisides A–D
201903014.json,Sesquiterpenoid
201903014.json,Tetrahydronaphthalene
201903014.json,Tropolone
201903015.json,Abdominal vascular injury
201903015.json,Blunt injury
201903015.json,Penetrating injury
201903016.json,Accuracy
201903016.json,End-to-end test
201903016.json,IMRT
201903016.json,Quality assurance
201903016.json,VMAT
201903017.json,Cryptococcus neoformans
201903017.json,FcGRIIb deficient mice
201903017.json,lupus
201903017.json,murine model
201903017.json,pristane model
201903017.json,susceptibility
201903018.json,Asiaticoside
201903018.json,Natural polyols
201903018.json,Polyurethane foam dressing
201903018.json,Silver nanoparticles
201903018.json,Wound healing
201903019.json,Coronary artery disease
201903019.json,Instrument development
201903019.json,Medication adherence
201903020.json,composites
201903020.json,fillers
201903020.json,mechanical properties
201903020.json,nanoparticles
201903020.json,surfaces
201903021.json,Developmental delay
201903021.json,Etiology
201903021.json,Infant epilepsy
201903021.json,Intractable seizure
201903021.json,Outcome
201903021.json,Under 1 year of age
201903023.json,antioxidant
201903023.json,glycoside
201903023.json,Lansium domesticum
201903023.json,Lansium parasiticum
201903023.json,Meliaceae
201903023.json,Onoceranoid
201903023.json,triterpene
201903024.json,Automobile Marketing
201903024.json,Country of Origin
201903024.json,International Branding
201903024.json,Market Entry Strategies
201903025.json,ATPase assay
201903025.json,Chalcone
201903025.json,human topoisomerase IIα
201903025.json,molecular docking
201903025.json,molecular dynamics simulation
201903026.json,competence
201903026.json,human resource management
201903026.json,literature review
201903026.json,nursing
201903027.json,Antipsychotic
201903027.json,integrated care pathway
201903027.json,monitoring of adverse effects
201903027.json,older age
201903027.json,polypharmacy
201903027.json,schizophrenia
201903029.json,Osteoblast
201903029.json,Osteopontin
201903029.json,Poly(acrylic acid)
201903029.json,Polymer brushes
201903029.json,Surface modification
201903030.json,Colorimetric detection
201903030.json,DNA sensor
201903030.json,Enzymatic amplification
201903030.json,Epoxide groups
201903030.json,Filter paper
201903030.json,Non-specific adsorption
201903030.json,Peptide nucleic acid
201903030.json,Polymer brushes
201903030.json,Sandwich hybridization
201903031.json,Feline
201903031.json,Gonadotropin
201903031.json,In vitro culture
201903031.json,Isolated follicle
201903032.json,Asian
201903032.json,deep vein thrombosis
201903032.json,pulmonary embolism
201903032.json,recurrence
201903032.json,risk factor
201903032.json,Thai
201903032.json,thrombophilia
201903032.json,Venous thromboembolism
201903033.json,Cholesterol
201903033.json,Tocopherol
201903033.json,Tocotrienol
201903033.json,Yolk quality
201903034.json,Acute kidney injury
201903034.json,Leptospirosis
201903034.json,Malaria
201903034.json,Tropical disease
201903035.json,Biorefinery
201903035.json,Chlamydomonas sp.
201903035.json,Flocculation
201903035.json,Methyl ester
201903035.json,Streptomyces sp.
201903035.json,ɛ-Polylysine
201903036.json,Doping
201903036.json,Exciton diffusion
201903036.json,Lateral carier collection
201903036.json,Organic single crystal
201903036.json,Photovoltaic cells
201903037.json,Hoek-Brown
201903037.json,Lower bound
201903037.json,Rock mass
201903037.json,Semidefinite programming
201903037.json,Square tunnel
201903037.json,Underground opening
201903038.json,Acute hepatopancreatic necrosis disease
201903038.json,Heat shock protein 70
